task,model,reference_model,n,delta_roc_auc,delta_roc_auc_ci_low,delta_roc_auc_ci_high,delta_average_precision,delta_average_precision_ci_low,delta_average_precision_ci_high,delta_brier_score,delta_brier_score_ci_low,delta_brier_score_ci_high
mid_first_rel12,noapex_fixed_qc__gpu_curve_net,clinical_ridge,225,-0.0729919471402023,-0.16219503695833784,0.013044762178998958,-0.040138029400179076,-0.13971717623069624,0.05417812107904384,-0.005068934737121944,-0.0250543845328613,0.014994395677683478
mid_first_rel12,noapex_shape_qc__transmural_sparse,clinical_ridge,225,-0.06328721866611586,-0.11693430011073234,-0.007116661919004858,-0.045802039945634865,-0.11272892892455305,0.009077353602683932,0.009531168837021542,-0.004207098019080991,0.02224147733796958
mid_first_rel12,noapex_shape_qc__variability_sparse,clinical_ridge,225,-0.017964071856287345,-0.0683690562582073,0.029163210077593458,-0.017377689953223696,-0.0780764171080856,0.04368327175249452,0.00455962871687729,-0.006382769547882816,0.01595751801831421
mid_first_rel12,noapex_shape_qc__combined_trees,clinical_ridge,225,-0.07774106958496785,-0.15467863441000512,-0.002126949917898197,-0.05000726117589349,-0.13204265260832979,0.020111140791827603,-0.027440044890629595,-0.048446066885070777,-0.004318561167939037
mid_first_rel12,noapex_shape_qc__gpu_curve_net,clinical_ridge,225,-0.0839355771216187,-0.17990205688903,0.0004049930336930097,-0.052174820063717375,-0.14683780920105785,0.037779867933718875,-0.0003083645547191649,-0.021111113988366636,0.02097685461970782
mid_first_rel15,original18__transmural_sparse,clinical_ridge,238,0.01263362487852282,-0.06759708171904155,0.09105898146367804,0.019102760314549494,-0.08715062409792701,0.11415778832755816,-0.006192667309726285,-0.02246194650217242,0.011227946269745194
mid_first_rel15,original18__variability_sparse,clinical_ridge,238,0.018788467768059536,-0.05018481569903952,0.08405641907925956,-0.0019172868807416643,-0.0922272365067513,0.0757848515253231,-0.002623209508544805,-0.02003206657191117,0.01559339349434678
mid_first_rel15,original18__combined_trees,clinical_ridge,238,0.04092430623042875,-0.04306939277687365,0.11652041090435437,0.023718423150332346,-0.08576686226295153,0.11449559400241772,-0.06800917271883869,-0.09321129941810356,-0.043368573184349446
mid_first_rel15,original18__gpu_curve_net,clinical_ridge,238,0.03325774754346189,-0.047656104961477694,0.11899834289962048,0.012350869216129767,-0.09019867271681485,0.11069695350623357,-0.010088385061214844,-0.03382551205332912,0.010068368099505207
mid_first_rel15,noapex__transmural_sparse,clinical_ridge,238,-0.012525645178706468,-0.09916666666666654,0.05931224011071556,0.000820763713923145,-0.09022680262712032,0.08196932920402664,-0.004560168793305286,-0.017855601106948792,0.009738149711981987
mid_first_rel15,noapex__variability_sparse,clinical_ridge,238,-0.021379980563653977,-0.07283221975821214,0.033940051430408326,-0.03641428899247956,-0.10744874870580143,0.019421323387638995,0.005781596800182087,-0.005799789742064144,0.016522226339739765
mid_first_rel15,noapex__combined_trees,clinical_ridge,238,-0.02019220386567322,-0.11443036964647664,0.06355319170507362,-0.003696426643963857,-0.10603796681196316,0.07694592497645736,-0.058424215593401635,-0.08400647646091369,-0.0330912201968033
